"TIME","GEO","UNIT","HAZARD","WASTE","NACE_R2","Value"
"2014","Portugal","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","232,192"
"2014","Portugal","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","70,144"
"2014","Portugal","Tonne","Hazardous","Total waste","All NACE activities plus households","738,249"
"2014","Portugal","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","119,673"
"2014","Portugal","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Portugal","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Portugal","Tonne","Non-hazardous","Total waste","All NACE activities plus households","13,629,754"
"2014","Portugal","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","113,892"
"2014","Portugal","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","232,192"
"2014","Portugal","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","70,144"
"2014","Romania","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","176,607,415"
"2014","Romania","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","76,708"
"2014","Romania","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","345,617"
"2014","Romania","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","25,697"
"2014","Romania","Tonne","Hazardous","Total waste","All NACE activities plus households","590,299"
"2014","Romania","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","61,451"
"2014","Romania","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Romania","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Romania","Tonne","Non-hazardous","Total waste","All NACE activities plus households","176,017,116"
"2014","Romania","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","15,257"
"2014","Romania","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","345,617"
"2014","Romania","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","25,697"
"2014","Slovenia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","4,686,417"
"2014","Slovenia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","72,490"
"2014","Slovenia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","61,829"
"2014","Slovenia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","8,320"
"2014","Slovenia","Tonne","Hazardous","Total waste","All NACE activities plus households","155,229"
"2014","Slovenia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","23,559"
"2014","Slovenia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Slovenia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Slovenia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","4,531,188"
"2014","Slovenia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","48,931"
"2014","Slovenia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","61,829"
"2014","Slovenia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","8,320"
"2014","Slovakia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","8,862,778"
"2014","Slovakia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","101,257"
"2014","Slovakia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","124,269"
"2014","Slovakia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","11,484"
"2014","Slovakia","Tonne","Hazardous","Total waste","All NACE activities plus households","371,214"
"2014","Slovakia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","73,416"
"2014","Slovakia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Slovakia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Slovakia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","8,491,564"
"2014","Slovakia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","27,841"
"2014","Slovakia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","124,269"
"2014","Slovakia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","11,484"
"2014","Finland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","95,969,888"
"2014","Finland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","274,870"
"2014","Finland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","116,859"
"2014","Finland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","17,218"
"2014","Finland","Tonne","Hazardous","Total waste","All NACE activities plus households","1,998,693"
"2014","Finland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","116,280"
"2014","Finland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Finland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Finland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","93,971,195"
"2014","Finland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","158,590"
"2014","Finland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","116,859"
"2014","Finland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","17,218"
"2014","Sweden","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","167,026,886"
"2014","Sweden","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","633,004"
"2014","Sweden","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","301,187"
"2014","Sweden","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","5,743"
"2014","Sweden","Tonne","Hazardous","Total waste","All NACE activities plus households","2,568,154"
"2014","Sweden","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","389,389"
"2014","Sweden","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Sweden","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Sweden","Tonne","Non-hazardous","Total waste","All NACE activities plus households","164,458,732"
"2014","Sweden","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","243,615"
"2014","Sweden","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","301,187"
"2014","Sweden","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","5,743"
"2014","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","271,660,421"
"2014","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,407,682"
"2014","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","2,337,065"
"2014","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","208,891"
"2014","United Kingdom","Tonne","Hazardous","Total waste","All NACE activities plus households","5,741,864"
"2014","United Kingdom","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,256,809"
"2014","United Kingdom","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","United Kingdom","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","United Kingdom","Tonne","Non-hazardous","Total waste","All NACE activities plus households","265,918,557"
"2014","United Kingdom","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","150,873"
"2014","United Kingdom","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","2,337,065"
"2014","United Kingdom","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","208,891"
"2014","Iceland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","815,148"
"2014","Iceland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","105,984"
"2014","Iceland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","5,553"
"2014","Iceland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","0"
"2014","Iceland","Tonne","Hazardous","Total waste","All NACE activities plus households","36,250"
"2014","Iceland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","8,904"
"2014","Iceland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Iceland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Iceland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","778,898"
"2014","Iceland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","97,080"
"2014","Iceland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","5,553"
"2014","Iceland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","0"
"2014","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","569,067"
"2014","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","71"
"2014","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","207"
"2014","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","0"
"2014","Liechtenstein","Tonne","Hazardous","Total waste","All NACE activities plus households","5,744"
"2014","Liechtenstein","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","70"
"2014","Liechtenstein","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Liechtenstein","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Liechtenstein","Tonne","Non-hazardous","Total waste","All NACE activities plus households","563,323"
"2014","Liechtenstein","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","1"
"2014","Liechtenstein","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","207"
"2014","Liechtenstein","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","0"
"2014","Norway","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","10,614,912"
"2014","Norway","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","367,993"
"2014","Norway","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","244,118"
"2014","Norway","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","2,676"
"2014","Norway","Tonne","Hazardous","Total waste","All NACE activities plus households","1,592,280"
"2014","Norway","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","365,305"
"2014","Norway","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Norway","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Norway","Tonne","Non-hazardous","Total waste","All NACE activities plus households","9,022,632"
"2014","Norway","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","2,688"
"2014","Norway","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","244,118"
"2014","Norway","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","2,676"
"2014","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","2,186,612"
"2014","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","127"
"2014","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","8,792"
"2014","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","720"
"2014","North Macedonia","Tonne","Hazardous","Total waste","All NACE activities plus households","40,797"
"2014","North Macedonia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","55"
"2014","North Macedonia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","North Macedonia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","North Macedonia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","2,145,815"
"2014","North Macedonia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","72"
"2014","North Macedonia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","8,792"
"2014","North Macedonia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","720"
"2014","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","49,128,310"
"2014","Serbia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","16,038"
"2014","Serbia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","27,553"
"2014","Serbia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","3,823"
"2014","Serbia","Tonne","Hazardous","Total waste","All NACE activities plus households","13,475,026"
"2014","Serbia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","10,996"
"2014","Serbia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Serbia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Serbia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","35,653,284"
"2014","Serbia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","5,042"
"2014","Serbia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","27,553"
"2014","Serbia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","3,823"
"2014","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","73,075,119"
"2014","Turkey","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","480,150"
"2014","Turkey","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","223,381"
"2014","Turkey","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","214,324"
"2014","Turkey","Tonne","Hazardous","Total waste","All NACE activities plus households","3,432,426"
"2014","Turkey","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","467,603"
"2014","Turkey","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2014","Turkey","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2014","Turkey","Tonne","Non-hazardous","Total waste","All NACE activities plus households","69,642,693"
"2014","Turkey","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","12,547"
"2014","Turkey","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","223,381"
"2014","Turkey","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","214,324"
"2016","European Union - 28 countries","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","2,535,130,000"
"2016","European Union - 28 countries","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","16,900,000"
"2016","European Union - 28 countries","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","17,560,000"
"2016","European Union - 28 countries","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","2,180,000"
"2016","European Union - 28 countries","Tonne","Hazardous","Total waste","All NACE activities plus households","100,430,000"
"2016","European Union - 28 countries","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","12,510,000"
"2016","European Union - 28 countries","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","European Union - 28 countries","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","European Union - 28 countries","Tonne","Non-hazardous","Total waste","All NACE activities plus households","2,434,700,000"
"2016","European Union - 28 countries","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","4,390,000"
"2016","European Union - 28 countries","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","17,560,000"
"2016","European Union - 28 countries","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","2,180,000"
"2016","Belgium","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","63,152,384"
"2016","Belgium","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","703,818"
"2016","Belgium","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","715,623"
"2016","Belgium","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","169,949"
"2016","Belgium","Tonne","Hazardous","Total waste","All NACE activities plus households","3,812,878"
"2016","Belgium","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","579,365"
"2016","Belgium","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Belgium","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Belgium","Tonne","Non-hazardous","Total waste","All NACE activities plus households","59,339,506"
"2016","Belgium","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","124,453"
"2016","Belgium","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","715,623"
"2016","Belgium","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","169,949"
"2016","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","120,508,475"
"2016","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","80,419"
"2016","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","213,449"
"2016","Bulgaria","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","9,942"
"2016","Bulgaria","Tonne","Hazardous","Total waste","All NACE activities plus households","13,328,437"
"2016","Bulgaria","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","24,913"
"2016","Bulgaria","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Bulgaria","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Bulgaria","Tonne","Non-hazardous","Total waste","All NACE activities plus households","107,180,038"
"2016","Bulgaria","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","55,506"
"2016","Bulgaria","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","213,449"
"2016","Bulgaria","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","9,942"
"2016","Czechia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","25,381,426"
"2016","Czechia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","291,263"
"2016","Czechia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","430,416"
"2016","Czechia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","108,273"
"2016","Czechia","Tonne","Hazardous","Total waste","All NACE activities plus households","1,088,714"
"2016","Czechia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","271,479"
"2016","Czechia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Czechia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Czechia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","24,292,712"
"2016","Czechia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","19,784"
"2016","Czechia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","430,416"
"2016","Czechia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","108,273"
"2016","Denmark","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","20,981,931"
"2016","Denmark","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","114,505"
"2016","Denmark","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","114,585"
"2016","Denmark","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","18,134"
"2016","Denmark","Tonne","Hazardous","Total waste","All NACE activities plus households","2,010,740"
"2016","Denmark","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","110,005"
"2016","Denmark","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Denmark","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Denmark","Tonne","Non-hazardous","Total waste","All NACE activities plus households","18,971,191"
"2016","Denmark","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","4,500"
"2016","Denmark","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","114,585"
"2016","Denmark","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","18,134"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","400,071,672"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","3,243,475"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","2,734,235"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","391,752"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Total waste","All NACE activities plus households","23,039,154"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","2,856,832"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Total waste","All NACE activities plus households","377,032,518"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","386,643"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","2,734,235"
"2016","Germany (until 1990 former territory of the FRG)","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","391,752"
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","24,277,879"
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","694,736"
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","42,836"
"2016","Estonia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","4,024"
"2016","Estonia","Tonne","Hazardous","Total waste","All NACE activities plus households","9,682,164"
"2016","Estonia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","691,334"
"2016","Estonia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Estonia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Estonia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","14,595,715"
"2016","Estonia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","3,402"
"2016","Estonia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","42,836"
"2016","Estonia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","4,024"
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households",":"
"2016","Ireland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households",":"
"2016","Ireland","Tonne","Hazardous","Total waste","All NACE activities plus households",":"
"2016","Ireland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households",":"
"2016","Ireland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Ireland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Ireland","Tonne","Non-hazardous","Total waste","All NACE activities plus households",":"
"2016","Ireland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households",":"
"2016","Ireland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Ireland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households",":"
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Hazardous","Total waste","All NACE activities plus households",":"
"2016","Greece","Tonne","Hazardous","Chemical wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Non-hazardous","Total waste","All NACE activities plus households",":"
"2016","Greece","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Greece","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","128,958,523"
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","627,643"
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","731,064"
"2016","Spain","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","98,881"
"2016","Spain","Tonne","Hazardous","Total waste","All NACE activities plus households","3,183,846"
"2016","Spain","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","507,386"
"2016","Spain","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Spain","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Spain","Tonne","Non-hazardous","Total waste","All NACE activities plus households","125,774,677"
"2016","Spain","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","120,257"
"2016","Spain","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","731,064"
"2016","Spain","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","98,881"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","323,474,270"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,643,640"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,837,585"
"2016","France","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","210,001"
"2016","France","Tonne","Hazardous","Total waste","All NACE activities plus households","11,010,282"
"2016","France","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","1,507,147"
"2016","France","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","France","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","France","Tonne","Non-hazardous","Total waste","All NACE activities plus households","312,463,988"
"2016","France","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","136,493"
"2016","France","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,837,585"
"2016","France","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","210,001"
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","5,277,598"
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","27,970"
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","65,131"
"2016","Croatia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","9,921"
"2016","Croatia","Tonne","Hazardous","Total waste","All NACE activities plus households","174,325"
"2016","Croatia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","24,559"
"2016","Croatia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2016","Croatia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2016","Croatia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","5,103,273"
"2016","Croatia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","3,411"
"2016","Croatia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","65,131"
"2016","Croatia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","9,921"
